The Star Boarder,George Nicholls,1914,51,t
Laughing Gas,Charles Chaplin,1914,50,t
Mabel's Busy Day,Mabel Normand,1914,49,t
Mabel's Strange Predicament,Henry Lehrman & Mack Sennett,1914,48,t
Making a Living,Henry Lehrman,1914,47,t
The Face on the Bar Room Floor,Charles Chaplin,1914,46,t
His Trysting Place,Charles Chaplin,1914,45,t
The New Janitor,Charles Chaplin,1914,44,t
The Fatal Mallet,Mack Sennett,1914,43,t
Mabel at the Wheel,Mabel Normand & Mack Sennett,1914,42,t
Getting Acquainted,Charles Chaplin,1914,41,t
"Cruel, Cruel Love",George Nichols,1914,40,t
The Perils of Pauline,Louis J. Gasnier & Donald MacKenzie,1914,39,f
Gertie the Dinosaur,Winsor McCay,1914,38,t
Les Vampires [serial],Louis Feuillade,1915,68,f
The Birth of a Nation,D.W. Griffith,1915,69,f
A Night in the Show,Charles Chaplin,1915,67,t
The Bank,Charles Chaplin,1915,66,t
Shanghaied,Charles Chaplin,1915,65,t
The Tramp,Charles Chaplin,1915,64,t
The Champion,Charles Chaplin,1915,63,t
The Cheat,Cecil B. DeMille,1915,62,f
Work,Charles Chaplin,1915,61,t
A Jitney Elopement,Charles Chaplin,1915,60,t
Charlie Chaplin's Burlesque on Carmen,Charles Chaplin,1915,59,t
His New Job,Charles Chaplin,1915,58,t
A Night Out,Charles Chaplin,1915,57,t
By the Sea,Charles Chaplin,1915,56,t
A Woman,Charles Chaplin,1915,55,t
In the Park,Charles Chaplin,1915,54,t
Regeneration,Raoul Walsh,1915,50,f
La Folie du Docteur Tube,Abel Gance,1915,48,t
His Regeneration,Gilbert M. Anderson,1915,36,t
One A.M.,Charles Chaplin,1916,90,t
Judex,Louis Feuillade,1916,69,f
Intolerance,D.W. Griffith,1916,70,f
The Pawnshop,Charles Chaplin,1916,68,t
Behind the Screen,Charles Chaplin,1916,67,t
The Fireman,Charles Chaplin,1916,66,t
The Rink,Charles Chaplin,1916,65,t
The Count,Charles Chaplin,1916,64,t
The Vagabond,Charles Chaplin,1916,63,t
The Floorwalker,Charles Chaplin,1916,62,t
Police,Charles Chaplin,1916,61,t
Easy Street,Charles Chaplin,1917,84,t
The Adventurer,Charles Chaplin,1917,68,t
The Cure,Charles Chaplin,1917,67,t
The Immigrant,Charles Chaplin,1917,66,t
Thomas Graal's Best Film,Mauritz Stiller,1917,65,f
Coney Island,Roscoe Arbuckle,1917,63,t
The Butcher Boy,Roscoe Arbuckle,1917,62,t
The Rough House,Roscoe Arbuckle,1917,61,t
Oh Doctor!,Roscoe Arbuckle,1917,58,t
His Wedding Night,Roscoe Arbuckle,1917,56,t
For Happiness,Yevgeni Bauer,1917,37,t
The Outlaw and His Wife,Victor Sjöström,1918,87,f
The Bell Boy,Roscoe Arbuckle,1918,76,t
A Dog's Life,Charles Chaplin,1918,67,t
Shoulder Arms,Charles Chaplin,1918,65,f
Thomas Graal's Best Child,Mauritz Stiller,1918,60,f
"Good Night, Nurse!",Roscoe Arbuckle,1918,58,t
Out West,Roscoe Arbuckle,1918,56,t
Carmen,Ernst Lubitsch,1918,54,f
Moonshine,Roscoe Arbuckle,1918,50,t
Triple Trouble,Charles Chaplin & Leo White,1918,36,t
The Cabinet of Dr. Caligari,Robert Wiene,1920,88,f
Broken Blossoms,D.W. Griffith,1919,87,f
Back Stage,Roscoe Arbuckle,1919,65,t
A Day's Pleasure,Charles Chaplin,1919,63,t
Male and Female,Cecil B. DeMille,1919,62,f
Sunnyside,Charles Chaplin,1919,60,t
"Spiders, Part 1: The Golden Lake",Fritz Lang,1919,58,f
The Hayseed,Roscoe Arbuckle,1919,55,t
The Garage,Roscoe Arbuckle,1919,50,t
The Tantilizing Fly,Dave Fleischer,1919,48,t
One Week,Eddie Cline & Buster Keaton,1920,90,t
The Scarecrow,Eddie Cline & Buster Keaton,1920,68,t
Convict 13,Eddie Cline & Buster Keaton,1920,67,t
Neighbors,Eddie Cline & Buster Keaton,1920,63,t
Leaves From Satan's Book,Carl Theodor Dreyer,1921,60,f
"Spiders, Part 2: The Diamond Ship",Fritz Lang,1920,59,f
The Clown's Little Brother,Dave Fleischer,1920,55,t
The Ouija Board,Dave Fleischer,1920,54,t
Perpetual Motion,Dave Fleischer,1920,53,t
Way Down East,D.W. Griffith,1920,50,f
The Monastary of Sendomir,Victor Sjöström,1920,49,f
The Saphead,Herbert Blaché,1920,44,f
The High Sign,Eddie Cline & Buster Keaton,1921,89,t
The Goat,Buster Keaton & Mal St. Clair,1921,70,t
The Haunted House,Eddie Cline & Buster Keaton,1921,68,t
Fièvre,Louis Delluc,1921,67,f
The Boat,Eddie Cline & Buster Keaton,1921,66,t
Orphans of the Storm,D.W. Griffith,1921,65,f
The Phantom Chariot,Victor Sjöström,1921,64,f
The Playhouse,Eddie Cline & Buster Keaton,1921,63,t
Hard Luck,Eddie Cline & Buster Keaton,1921,61,t
Destiny,Fritz Lang,1921,60,f
The Idle Class,Charles Chaplin,1921,53,t
Manhatta,Charles Sheeler & Paul Strand,1921,50,t
Modeling,Dave Fleischer,1921,48,t
Foolish Wives,Erich von Stroheim,1922,88,f
Nosferatu,F.W. Murnau,1922,85,f
Nanook of the North,Robert Flaherty,1922,84,f
Cops,Eddie Cline & Buster Keaton,1922,75,t
Pay Day,Charles Chaplin,1922,72,t
The Smiling Madame Boudet,Germaine Dulac,1922,68,f
Häxan,Benjamen Christensen,1922,69,f
"Dr. Mabuse, the Gambler",Fritz Lang,1922,67,f
The Paleface,Eddie Cline & Buster Keaton,1922,66,t
My Wife's Relations,Eddie Cline & Buster Keaton,1922,63,t
The Electric House,Eddie Cline & Buster Keaton,1922,60,t
The Frozen North,Eddie Cline & Buster Keaton,1922,59,t
Day Dreams,Eddie Cline & Buster Keaton,1922,58,t
The Blacksmith,Buster Keaton & Mal St. Clair,1922,57,t
Bubbles,Dave Fleischer,1922,50,t
A Woman of Paris,Charles Chaplin,1923,79,f
The Balloonatic,Eddie Cline & Buster Keaton,1923,67,t
The Love Nest,Eddie Cline & Buster Keaton,1923,66,t
The Three Ages,Buster Keaton,1923,58,f
The Pilgrim,Charles Chaplin,1923,55,t
The Hunchback of Notre Dame,Wallace Worsley,1923,54,f
Voice of the Nightingale,Wladyslaw Starewicz,1923,53,t
The Frogs Who Wanted a King,Wladyslaw Starewicz,1923,52,t
The Last Laugh,F.W. Murnau,1924,76,f
The Thief of Bagdad,Raoul Walsh,1924,65,f
The Marriage Circle,Ernst Lubitsch,1924,67,f
Isn't Life Wonderful,D.W. Griffith,1924,64,f
Kriemhild's Revenge,Fritz Lang,1924,63,f
Siegfried,Fritz Lang,1924,58,f
Kino-Eye,Dziga Vertov,1924,57,f
Entr'acte,René Clair,1924,56,t
The Extraordinary Adventures of Mr. West in the Land of the Bolsheviks,Lev Kuleshov,1924,50,f
America,D.W. Griffith,1924,48,f
Aelita: Queen of Mars,Yakov Protazanov,1924,47,f
Greed,Erich von Stroheim,1925,94,f
The Gold Rush,Charles Chaplin,1925,81,f
The Big Parade,King Vidor,1925,77,f
Go West,Buster Keaton,1925,68,f
The Battleship Potemkin,Sergei Eisenstein,1925,66,f
Strike,Sergei Eisenstein,1925,65,f
The Phantom of the Opera,Rupert Julian,1925,62,f
Sally of the Sawdust,D.W. Griffith,1925,60,f
The Lost World,Harry O. Hoyt,1925,58,f
The Joyless Street,G.W. Pabst,1925,56,f
Tumbleweeds,King Baggot,1925,55,f
Kino Pravda,Dziga Vertov,1925,42,t
Chess Fever,V.I. Pudovkin & Nikolai Shpikovsky,1925,37,t
Faust,F.W. Murnau,1926,66,f
Mother,Vsevolod Pudovkin,1926,65,f
Ménilmontant,Dimitri Kirsanoff,1926,80,t
Flesh and the Devil,Clarence Brown,1926,62,f
The Lodger,Alfred Hitchcock,1926,61,f
