Black Orpheus,Marcel Camus,1959,59,f
Science Friction,Stan Vanderbeek,1959,58,t
Darby O'Gill and the Little People,Robert Stevenson,1959,57,f
Sleeping Beauty,Clyde Geronimi,1959,53,f
Ben-Hur,William Wyler,1959,44,f
L'Avventura,Michelangelo Antonioni,1960,87,f
Les Bonnes femmes,Claude Chabrol,1960,82,f
Munro,Gene Deitch,1960,47,t
Pollyanna,David Swift,1960,36,f
An Occurrence at Owl Creek Bridge,Robert Enrico,1961,86,t
A Woman is a Woman,Jean-Luc Godard,1961,83,f
Flaming Creatures,Jack Smith,1961,84,t
The Death of P'town,Ken Jacobs,1961,50,t
Scotch Tape,Jack Smith,1961,48,t
The Parent Trap,David Swift,1961,39,f
My Life to Live,Jean-Luc Godard,1962,93,f
Knife in the Water,Roman Polanski,1962,84,f
Sundays and Cybele,Serge Bourguignon,1962,82,f
Blonde Cobra,Jack Smith & Ken Jacobs,1962,80,f
The House is Black,Forugh Farrokhzad,1962,73,t
Carnival of Souls,Herk Harvey,1962,68,f
My Name is Ivan,Andrei Tarkovsky,1962,65,f
Playboy of the Western World,Brian Desmond Hurst,1962,58,f
Long Day's Journey Into Night,Sydney Lumet,1962,56,f
Contempt,Jean-Luc Godard,1963,90,f
Dr. Strangelove or: How I learned to Stop Worrying and Love the Bomb,Stanley Kubrick,1964,92,f
Muriel,Alain Resnais,1963,85,f
8 1/2,Frederico Fellini,1963,76,f
Les Carabiniers,Jean-Luc Godard,1963,84,f
Borom Sarret,Ousmane Sembene,1963,68,t
Hud,Martin Ritt,1963,64,f
The Cool World,Shirley Clarke,1963,61,f
Overstimulated [60-63],Jack Smith,1963,50,t
Normal Love Addendum Reel,Jack Smith,1963,46,t
I Am Cuba,Mikheil Kalatozov,1964,90,f
Scorpio Rising,Kenneth Anger,1964,89,t
"Kiss Me, Stupid",Billy Wilder,1964,78,f
Yoko Ono Film No. 4,Yoko Ono,1964,66,t
The Pumpkin Eater,Jack Clayton,1964,62,f
Zorba the Greek,Michael Cacoyannis,1964,61,f
Goldfinger,Guy Hamilton,1964,60,f
Diary of a Chambermaid,Luis Buñuel,1964,59,f
Becket,Peter Glenville,1964,55,f
Mary Poppins,Robert Stevenson,1964,54,f
Santa Claus Conquers the Martians,Nicholas Webster,1964,32,f
Repulsion,Roman Polanski,1965,90,f
Alphaville,Jean-Luc Godard,1965,83,f
The Koumiko Mystery,Chris Marker,1965,81,f
Disappearaing Music For Face,Mieko Shiomi,1965,77,t
Man is not a Bird,Dusan Makavejev,1965,76,f
Juliet of the Spirits,Frederico Fellini,1965,70,f
The Sound of Music,Robert Wise,1965,46,f
Thunderball,Terence Young,1965,45,f
Persona,Ingmar Bergman,1966,89,f
Black Girl,Ousmane Sembene,1966,74,t
Who's Afraid of Virginia Woolf?,Mike Nichols,1966,70,f
What's Up Tiger Lily?,Woody Allen,1966,69,f
Castro Street,Bruce Baillie,1966,66,t
The Little Chaos,Rainer Werner Fassbinder,1966,54,t
Playtime,Jacques Tati,1967,92,f
Belle de jour,Luis Buñuel,1967,91,f
Week-End,Jean-Luc Godard,1967,86,f
Le Samouraï,Jean-Pierre Melville,1967,85,f
Wavelength,Michael Snow,1967,83,f
"Love Affair, or the Case of the Missing Switchboard Operator",Dusan Makavejev,1967,79,f
"Fearless Vampire Killers, or: Pardon Me  But Your Teeth are in my Neck",Roman Polanski,1967,67,f
Don't Look Back,D.A. Pennebaker,1967,66,f
Ulysses,Joseph Strick,1967,59,f
Reefers of Technicolor Island,Jack Smith,1967,50,t
Por Primera Vez,Octavio Cortázar,1967,45,t
Innocence Unprotected,Dusan Makavejev,1968,74,f
If...,Lindsay Anderson,1968,72,f
Night of the Living Dead,George Romero,1968,71,f
Barbarella,Roger Vadim,1968,54,f
A Midsummer Night's Dream,Peter Hall,1968,50,f
Romeo and Juliet,Franco Zeffirelli,1968,40,f
Andrei Rublev,Andrei Tarkovsky,1969,93,f
The Wild Bunch,Sam Peckinpah,1969,91,f
Une Femme douce,Robert Bresson,1969,80,f
Midnight Cowboy,John Schlesinger,1969,79,f
Take the Money and Run,Woody Allen,1969,66,f
Mississippi Mermaid,François Truffaut,1969,64,f
Invocation of My Demon Brother,Kenneth Anger,1969,62,t
Satyricon,Frederico Fellini,1969,58,f
King Lear,Grigory Kozintsev & Iosef Shapiro,1969,56,f
Mondo Trasho,John Waters,1969,48,f
Bambi Meets Godzilla,Marv Newland,1969,33,t
The Conformist,Bernardo Bertolucci,1970,91,f
Zorn's Lemma,Hollis Frampton,1970,91,f
Tristana,Luis Buñuel,1970,83,f
Even Dwarfs Started Small,Werner Herzog,1970,74,f
Necrology,Standish Lawder,1970,71,t
The Pig,Jean Eustache & Jean-Michel Barjol,1970,66,f
Lucifer Rising,Kenneth Anger,1970,65,f
Gimme Shelter,"Albert Maysles,David Maysles & Charlotte Zwerin",1970,64,f
MASH,Robert Altman,1970,64,f
Fogline,Larry Gottheim,1970,65,t
Song For Rent [70s],Jack Smith,1970,54,t
Bowery Dawn [70s],Jack Smith,1970,52,t
Hot Air Specialists [70s],Jack Smith,1970,51,t
The Aristocats,Wolfgang Reitherman,1970,38,f
W.R.--Mysteries of the Organism,Dusan Makavejev,1971,82,f
Dirty Harry,Don Siegel,1971,73,f
Harold and Maude,Hal Ashby,1971,72,f
The Merchant of Four Seasons,Rainer Werner Fassbinder,1972,71,f
Willy Wonka and the Chocolate Factory,Mel Stuart,1971,66,f
Sweet Sweetback's Baadasssss Song,Melvin Van Peebles,1971,60,f
Bananas,Woody Allen,1971,59,f
Diamonds are Forever,Guy Hamilton,1971,46,f
The Discreet Charm of the Bourgeoise,Luis Buñuel,1972,80,f
Solaris,Andrei Tarkovsky,1972,77,f
Pink Flamingos,John Waters,1972,76,f
Tout va bien,Jean-Luc Godard,1972,74,f
Sambizanga,Sarah Maldoror,1972,70,f
"Play it Again, Sam",Herbert Ross,1972,66,f
Cabaret,Bob Fosse,1972,68,f
Sky Blue Water Light Sign,J.J. Murphy,1972,67,t
Super Fly,Gordon Parks Jr.,1972,55,f
Behind the Green Door,James L. Mitchell,1972,54,f
Jesus Christ Superstar,Norman Jewison,1972,53,f
Badlands,Terrence Malick,1973,94,f
The Long Goodbye,Robert Altman,1973,89,f
Casual Relations,Mark Rappaport,1973,70,f
Last Tango in Paris,Bernardo Bertolucci,1972,68,f
Day For Night,François Truffaut,1973,66,f
The Last Detail,Hal Ashby,1973,65,f
Sleeper,Woody Allen,1973,64,f
Love and Anarchy,Lina Wertmüller,1973,60,f
Fantastic Planet,René Laloux,1973,55,f
Chinatown,Roman Polanski,1974,99,f
Céline and Julie Go Boating,Jacques Rivette,1974,93,f
The Conversation,Francis Ford Coppola,1974,91,f
Sweet Movie,Dusan Makavejev,1974,91,f
"The Godfather, Part II",Francis Ford Copolla,1974,90,f
